Data,tipo,idMunicipio,qtdConfirmado,municipio,Obitos
2020-01-06,Confirmado,230440,1,FORTALEZA,0
2020-01-06,Confirmado,231290,1,SOBRAL,0
2020-01-07,Confirmado,230440,1,FORTALEZA,0
2020-01-07,Confirmado,231290,1,SOBRAL,0
2020-01-08,Confirmado,230440,1,FORTALEZA,0
2020-01-08,Confirmado,231290,1,SOBRAL,0
2020-01-09,Confirmado,230440,2,FORTALEZA,0
2020-01-09,Confirmado,231290,1,SOBRAL,0
2020-01-10,Confirmado,230440,2,FORTALEZA,0
2020-01-10,Confirmado,231290,1,SOBRAL,0
2020-01-11,Confirmado,230440,2,FORTALEZA,0
2020-01-11,Confirmado,231290,1,SOBRAL,0
2020-01-12,Confirmado,230440,2,FORTALEZA,0
2020-01-12,Confirmado,231290,1,SOBRAL,0
2020-01-13,Confirmado,230440,2,FORTALEZA,0
2020-01-13,Confirmado,231290,1,SOBRAL,0
2020-01-14,Confirmado,230440,2,FORTALEZA,0
2020-01-14,Confirmado,231290,1,SOBRAL,0
2020-01-15,Confirmado,230440,2,FORTALEZA,0
2020-01-15,Confirmado,231290,1,SOBRAL,0
2020-01-16,Confirmado,230440,2,FORTALEZA,0
2020-01-16,Confirmado,231290,1,SOBRAL,0
2020-01-17,Confirmado,230440,2,FORTALEZA,0
2020-01-17,Confirmado,231290,1,SOBRAL,0
2020-01-18,Confirmado,230440,2,FORTALEZA,0
2020-01-18,Confirmado,231290,1,SOBRAL,0
2020-01-19,Confirmado,230440,2,FORTALEZA,0
2020-01-19,Confirmado,231290,1,SOBRAL,0
2020-01-20,Confirmado,230440,3,FORTALEZA,0
2020-01-20,Confirmado,231290,1,SOBRAL,0
2020-01-21,Confirmado,230440,3,FORTALEZA,0
2020-01-21,Confirmado,231290,1,SOBRAL,0
2020-01-22,Confirmado,230440,3,FORTALEZA,0
2020-01-22,Confirmado,231290,1,SOBRAL,0
2020-01-23,Confirmado,230440,4,FORTALEZA,0
2020-01-23,Confirmado,231290,1,SOBRAL,0
2020-01-24,Confirmado,230440,4,FORTALEZA,0
2020-01-24,Confirmado,231290,1,SOBRAL,0
2020-01-25,Confirmado,230440,4,FORTALEZA,0
