Data,tipo,idMunicipio,qtdConfirmado,municipio,Obitos
2020-03-02,Confirmado,230765,2,MARACANAU,0
2020-03-03,Confirmado,230765,2,MARACANAU,0
2020-03-04,Confirmado,230765,2,MARACANAU,0
2020-03-05,Confirmado,230765,2,MARACANAU,0
2020-03-06,Confirmado,230765,2,MARACANAU,0
2020-03-07,Confirmado,230765,2,MARACANAU,0
2020-03-08,Confirmado,230765,2,MARACANAU,0
2020-03-09,Confirmado,230765,2,MARACANAU,0
2020-03-10,Confirmado,230765,2,MARACANAU,0
2020-03-11,Confirmado,230765,2,MARACANAU,0
2020-03-12,Confirmado,230765,2,MARACANAU,0
2020-03-13,Confirmado,230765,2,MARACANAU,0
2020-03-14,Confirmado,230440,1,FORTALEZA,0
2020-03-14,Confirmado,230765,2,MARACANAU,0
2020-03-15,Confirmado,230440,1,FORTALEZA,0
2020-03-15,Confirmado,230765,2,MARACANAU,0
2020-03-16,Confirmado,230100,1,AQUIRAZ,0
2020-03-16,Confirmado,230440,4,FORTALEZA,0
2020-03-16,Confirmado,230765,2,MARACANAU,0
2020-03-17,Confirmado,230100,1,AQUIRAZ,0
2020-03-17,Confirmado,230440,23,FORTALEZA,0
2020-03-17,Confirmado,230765,2,MARACANAU,0
2020-03-17,Confirmado,231290,1,SOBRAL,0
2020-03-18,Confirmado,230100,1,AQUIRAZ,0
2020-03-18,Confirmado,230440,27,FORTALEZA,0
2020-03-18,Confirmado,230765,2,MARACANAU,0
2020-03-18,Confirmado,231290,1,SOBRAL,0
2020-03-19,Confirmado,230100,1,AQUIRAZ,0
2020-03-19,Confirmado,230440,54,FORTALEZA,0
2020-03-19,Confirmado,230730,1,JUAZEIRO DO NORTE,0
2020-03-19,Confirmado,230765,2,MARACANAU,0
2020-03-19,Confirmado,231290,1,SOBRAL,0
2020-03-20,Confirmado,230100,1,AQUIRAZ,0
2020-03-20,Confirmado,230440,81,FORTALEZA,0
2020-03-20,Confirmado,230445,1,FORTIM,0
2020-03-20,Confirmado,230730,1,JUAZEIRO DO NORTE,0
2020-03-20,Confirmado,230765,2,MARACANAU,0
2020-03-20,Confirmado,231290,1,SOBRAL,0
2020-03-21,Confirmado,230100,6,AQUIRAZ,0
2020-03-21,Confirmado,230440,109,FORTALEZA,0
2020-03-21,Confirmado,230445,1,FORTIM,0
2020-03-21,Confirmado,230730,1,JUAZEIRO DO NORTE,0
2020-03-21,Confirmado,230765,2,MARACANAU,0
2020-03-21,Confirmado,231290,1,SOBRAL,0
2020-03-22,Confirmado,230100,6,AQUIRAZ,0
2020-03-22,Confirmado,230370,1,CAUCAIA,0
2020-03-22,Confirmado,230440,144,FORTALEZA,0
2020-03-22,Confirmado,230445,1,FORTIM,0
2020-03-22,Confirmado,230730,1,JUAZEIRO DO NORTE,0
2020-03-22,Confirmado,230765,2,MARACANAU,0
